TENURE,AGE,GENDER,NATIONALITY,STATE,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,OFFER_TAKE_UP_DT,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER
32,35,Male,Malaysia,SARAWAK,Active,Active,N,?,N,Y,?,4.00,0.000020,2.997951,0.0000,18.9833,N,Y,?,40.00,?,?,?,21.000000,0,BEFORE & AFTER CAMP
56,37,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,1.00,?,0.052191,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,1.000000,?,19,DURING CAMP THEN REMAIN
100,34,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.089364,0.000000,0.0000,0.0000,N,N,?,?,?,?,4.000000,?,11,DURING & AFTER CAMP
77,37,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,3.00,?,1.721668,0.000000,0.0000,0.0000,Y,N,170.00,?,151.00,?,0.100000,?,21,DURING CAMP THEN REMAIN
104,64,Male,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,11.7167,0.0000,Y,N,10.00,?,?,?,2.960000,?,34,NO ACTIVITY SINCE SEP
33,28,Male,Malaysia,PAHANG,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP
101,42,Male,Malaysia,TERENGGANU,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.003356,0.002853,0.0000,0.0000,N,Y,?,5.00,?,?,?,?,0,BEFORE & AFTER CAMP
188,66,Female,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP
35,34,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.049157,0.000000,0.0000,0.0000,Y,N,10.00,?,?,?,?,?,19,DURING CAMP THEN REMAIN
53,26,Male,Malaysia,PAHANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,1.287851,0.026861,0.0000,0.0000,N,N,?,?,?,?,?,?,12,BEFORE & AFTER CAMP
49,24,Male,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,1.761423,0.000000,7.8666,0.0000,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP
33,26,Female,Malaysia,SARAWAK,Active,Active,N,?,Y,N,12.00,?,3.955698,0.000000,4.7333,0.0000,Y,N,15.00,?,?,?,3.600000,?,37,NO ACTIVITY SINCE SEP
20,28,Female,Malaysia,PERAK,Active,Active,N,?,Y,N,1.50,?,3.538447,0.000000,0.0000,0.0000,N,N,?,?,?,?,4.000000,?,20,DURING CAMP THEN REMAIN
157,33,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
65,31,Male,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,7.000000,6.000000,1,BEFORE & AFTER CAMP
36,22,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.143354,0.269831,0.0000,0.0000,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP
200,33,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,N,10.00,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
84,75,Female,Malaysia,PENANG,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP
174,61,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,3.558576,1.608550,43.3166,106.5333,Y,Y,20.00,50.00,6.00,6.00,18.650000,50.110000,0,DURING & AFTER CAMP
53,29,Female,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,Y,15.00,4.00,0.090258,0.594585,0.0000,0.0667,N,N,?,?,?,?,?,5.600000,0,DURING & AFTER CAMP
33,39,Male,Malaysia,TERENGGANU,Active,Active,N,?,N,N,?,?,0.022827,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,18,DURING CAMP THEN REMAIN
79,54,Female,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.6833,0.0000,N,N,?,?,?,?,0.140000,?,39,NO ACTIVITY SINCE SEP
29,43,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,6.300527,0.000000,0.0000,0.0000,Y,N,10.00,?,?,?,1.800000,?,36,NO ACTIVITY SINCE SEP
25,31,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.166967,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP
161,33,Male,Malaysia,SARAWAK,Active,Active,N,?,N,Y,?,15.00,0.000000,0.000000,1.0833,0.0000,N,Y,?,15.00,?,?,0.390000,15.000000,4,BEFORE & AFTER CAMP
24,47,Male,Malaysia,SABAH,Active,Active,N,?,Y,N,5.00,?,0.000000,0.000000,0.0000,0.0000,Y,N,10.00,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
32,48,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,11.499745,0.000000,3.1834,0.0000,Y,N,70.00,?,?,?,39.190000,?,36,NO ACTIVITY SINCE SEP
38,79,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP
92,26,Male,Malaysia,PERAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,2.000000,?,18,DURING CAMP THEN REMAIN
41,28,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,6.000000,0,BEFORE & AFTER CAMP
40,43,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.013462,10.051641,0.0000,0.0000,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP
18,68,Female,Malaysia,PERAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP
88,29,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,N,N,?,?,0.000477,0.000477,0.0000,0.0000,N,N,?,?,?,?,5.000000,35.500000,1,DURING & AFTER CAMP
95,26,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.023408,1.1000,0.0000,Y,N,5.00,?,?,?,2.830000,?,0,BEFORE & AFTER CAMP
22,37,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,29.892254,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
251,84,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,2.000000,?,18,DURING CAMP THEN REMAIN
67,33,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.028999,0.000613,0.0000,0.0000,N,N,?,?,?,?,?,?,3,BEFORE & AFTER CAMP
57,64,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,Y,?,5.00,?,?,?,5.000000,0,DURING & AFTER CAMP
34,39,Male,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,Y,15.00,10.00,0.150287,0.256585,0.0000,0.0000,Y,Y,5.00,5.00,?,?,?,10.000000,0,DURING & AFTER CAMP
44,26,Male,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP
58,38,Male,Malaysia,PAHANG,Active,Active,N,?,Y,N,6.00,?,14.470644,0.000000,0.6167,0.7667,Y,Y,35.00,10.00,?,?,16.200000,1.500000,0,BEFORE & AFTER CAMP
23,32,Unspecified,Malaysia,KELANTAN,Active,Active,N,?,Y,N,5.00,?,0.028053,0.000000,0.0000,0.0000,Y,N,10.00,?,?,?,?,?,18,DURING CAMP THEN REMAIN
36,60,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,6.000000,6.000000,5,BEFORE & AFTER CAMP
61,40,Male,Malaysia,PENANG,Active,Active,N,?,N,Y,?,27.99,0.000000,3.122624,0.0000,3.5500,N,Y,?,40.00,?,?,?,31.000000,0,BEFORE & AFTER CAMP
19,47,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,N,10.00,?,?,?,?,?,36,NO ACTIVITY SINCE SEP
49,62,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP
32,57,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,Y,29.99,14.99,14.516028,2.219402,10.1500,5.4667,Y,Y,35.00,50.00,?,?,47.180000,16.900000,0,BEFORE & AFTER CAMP
28,41,Male,Malaysia,JOHORE,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP
83,31,Female,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.108550,0.015617,0.8167,3.1333,Y,Y,10.00,5.00,?,?,0.390000,6.910000,2,DURING & AFTER CAMP
105,34,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,N,Y,?,4.00,0.000000,0.430010,0.0000,0.0000,N,Y,?,5.00,?,?,2.000000,9.000000,1,BEFORE & AFTER CAMP
37,24,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP
138,40,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,5.5000,17.4667,Y,Y,15.00,5.00,?,?,3.690000,6.630000,0,DURING & AFTER CAMP
41,30,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.013868,0.000002,0.0500,20.0000,N,N,?,?,?,?,0.020000,3.030000,4,BEFORE & AFTER CAMP
19,29,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.031297,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,18,DURING CAMP THEN REMAIN
93,24,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.045631,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
105,81,Male,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.1667,0.0000,N,N,?,?,?,?,0.080000,?,34,NO ACTIVITY SINCE SEP
91,26,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,14,BEFORE & AFTER CAMP
136,29,Female,Malaysia,PERAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,Y,?,30.00,?,?,4.000000,?,34,NO ACTIVITY SINCE SEP
228,33,Male,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,1.000000,1,BEFORE & AFTER CAMP
30,22,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.274798,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,6,BEFORE & AFTER CAMP
95,25,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP
32,28,Male,Malaysia,PERAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,6.000000,?,38,NO ACTIVITY SINCE SEP
21,24,Male,Malaysia,KLANG VALLEY,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
137,76,Male,Malaysia,KEDAH,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,20,DURING CAMP THEN REMAIN
23,33,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,7.369691,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP
72,26,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,34.99,?,14.095771,0.000000,1.3000,0.0000,Y,N,55.00,?,27.70,?,9.800000,?,36,NO ACTIVITY SINCE SEP
61,25,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.531656,0.154278,0.0000,0.0000,N,N,?,?,?,?,22.000000,?,11,DURING & AFTER CAMP
84,35,Unspecified,Malaysia,KEDAH,Active,Active,N,?,N,N,?,?,0.009141,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
22,69,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,Y,35.00,35.00,0.006394,0.034203,4.3667,0.0000,N,N,?,?,?,?,35.000000,35.000000,1,DURING & AFTER CAMP
24,26,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.049926,0.000000,1.8500,0.0000,Y,N,10.00,?,?,?,4.600000,?,34,NO ACTIVITY SINCE SEP
22,60,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,Y,15.00,10.00,0.000000,0.000000,0.0000,3.8667,N,Y,?,10.00,?,?,?,10.000000,1,DURING & AFTER CAMP
96,38,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,14,DURING & AFTER CAMP
93,25,Female,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000036,0.000000,0.9167,0.0000,N,N,?,?,?,?,0.170000,?,16,DURING & AFTER CAMP
110,34,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP
134,31,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.922957,8.291439,0.8833,30.1833,N,N,?,?,?,?,0.300000,17.550000,0,DURING & AFTER CAMP
100,26,Female,Malaysia,SABAH,Active,Active,N,?,Y,N,3.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,1.000000,2,DURING & AFTER CAMP
49,25,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,Y,15.00,10.00,0.614819,0.349405,0.0000,0.0000,N,Y,?,30.00,?,?,20.000000,30.000000,6,BEFORE & AFTER CAMP
20,42,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.240468,0.000000,42.1000,0.0000,Y,Y,20.00,10.00,?,?,9.200000,?,1,DURING & AFTER CAMP
26,26,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.082272,0.085232,0.0000,1.3667,N,N,?,?,?,?,?,3.600000,0,BEFORE & AFTER CAMP
46,25,Male,Malaysia,MALACCA,Active,Active,Y,10/5/2022,Y,Y,34.99,35.00,32.620521,0.000000,3.8834,0.0000,Y,N,50.00,?,?,?,36.000000,35.000000,34,NO ACTIVITY SINCE SEP
37,46,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.213739,0.039014,3.7167,0.0000,N,N,?,?,?,?,1.410000,?,11,BEFORE & AFTER CAMP
174,33,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
97,58,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,Y,29.98,29.99,0.371279,0.336254,4.6500,16.4500,N,N,?,?,?,?,31.180000,34.070000,0,DURING & AFTER CAMP
63,28,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,0.800000,?,3,BEFORE & AFTER CAMP
24,73,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,Y,15.00,8.00,9.322143,18.095796,14.0500,10.8166,Y,Y,20.00,30.00,?,?,31.400000,27.000000,0,DURING & AFTER CAMP
98,25,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.786212,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP
116,31,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,13.728286,4.943051,0.0000,0.0000,Y,Y,10.00,10.00,2.00,2.50,3.060000,3.300000,0,DURING & AFTER CAMP
44,28,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.025834,0.001216,0.0000,0.0000,N,N,?,?,?,?,?,?,12,DURING & AFTER CAMP
10,57,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,12.00,?,5.242024,0.000000,0.0000,0.0000,Y,N,25.00,?,?,?,18.000000,?,24,BEFORE CAMP THEN REMAIN
30,27,Male,Malaysia,SABAH,Active,Active,N,?,N,Y,?,3.00,0.000000,0.896154,0.0000,0.0000,N,N,?,?,?,?,?,4.000000,5,DURING & AFTER CAMP
26,46,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000002,0.000000,0.0000,0.0000,Y,N,1465.00,?,1465.28,?,1505.280000,?,33,NO ACTIVITY SINCE SEP
24,62,Male,Malaysia,JOHORE,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP
42,28,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000002,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,?,?,2,BEFORE & AFTER CAMP
76,30,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,Y,49.99,49.99,1.201082,2.103858,23.8333,0.5000,Y,N,50.00,?,?,?,49.990000,50.390000,1,DURING & AFTER CAMP
89,41,Male,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,N,4.00,?,4.555445,0.000000,0.4000,0.0000,Y,Y,45.00,10.00,?,?,9.880000,?,36,NO ACTIVITY SINCE SEP
18,41,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,44.99,?,3.611503,1.402515,3.1000,3.7333,N,Y,?,10.00,?,?,0.200000,?,0,DURING & AFTER CAMP
21,32,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,2.00,2.00,2.000000,2.000000,9,BEFORE & AFTER CAMP
242,70,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,Y,27.98,27.99,0.006035,0.044168,8.2667,12.5167,Y,N,30.00,?,2.00,2.00,48.220000,29.990000,0,DURING & AFTER CAMP
54,35,Male,Malaysia,PENANG,Active,Active,N,?,N,N,?,?,0.012083,0.000000,0.1667,0.0000,Y,N,5.00,?,?,?,1.600000,?,13,BEFORE & AFTER CAMP
19,32,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.003219,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
23,27,Female,Malaysia,TERENGGANU,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,3.8500,N,Y,?,10.00,?,?,?,3.200000,0,BEFORE & AFTER CAMP
33,39,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,10.526796,0.000000,0.0333,0.0000,N,N,?,?,?,?,3.500000,?,39,NO ACTIVITY SINCE SEP
140,32,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,Y,15.00,15.00,0.000000,0.636588,0.0000,1.3833,Y,Y,10.00,5.00,2.00,2.00,2.000000,17.600000,0,DURING & AFTER CAMP
17,51,Male,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.139687,0.000000,0.0000,0.0000,N,N,?,?,0.15,?,?,?,39,NO ACTIVITY SINCE SEP
29,36,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.628632,2.397578,0.0000,0.0000,N,N,?,?,?,?,?,?,6,DURING & AFTER CAMP
17,66,Female,Malaysia,KEDAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,4.648755,0.000000,20.0000,0.0000,Y,N,50.00,?,2.25,?,25.120000,?,38,NO ACTIVITY SINCE SEP
19,63,Female,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,1.50,1.50,1.500000,1.500000,7,BEFORE & AFTER CAMP
24,24,Male,Malaysia,PERLIS,Active,Active,Y,10/5/2022,Y,N,105.00,?,0.928977,2.792472,104.1500,7.7833,Y,N,100.00,?,?,?,119.200000,?,2,BEFORE & AFTER CAMP
65,30,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,Y,15.00,4.00,0.000000,29.168854,0.0000,5.3333,N,Y,?,10.00,?,?,?,10.070000,0,DURING & AFTER CAMP
24,28,Male,Malaysia,MALACCA,Active,Active,Y,10/5/2022,N,Y,?,35.00,38.932890,50.683562,4.1000,8.7333,Y,Y,25.00,50.00,?,?,20.100000,55.000000,0,DURING & AFTER CAMP
43,35,Male,Malaysia,SARAWAK,Active,Active,N,?,Y,N,10.00,?,5.609968,0.000000,2.5333,0.0000,N,N,?,?,?,?,13.200000,?,37,NO ACTIVITY SINCE SEP
39,24,Male,Malaysia,PAHANG,Active,Active,N,?,Y,N,4.00,?,1.046969,0.000000,0.0000,0.0000,Y,Y,5.00,5.00,?,?,4.000000,?,14,BEFORE & AFTER CAMP
70,28,Male,Malaysia,SARAWAK,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,22,DURING CAMP THEN REMAIN
50,66,Female,Malaysia,PENANG,Active,Active,N,?,N,Y,?,14.99,0.000000,0.318039,0.0000,0.9333,N,N,?,?,?,?,?,15.290000,1,DURING & AFTER CAMP
23,24,Female,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP
166,70,Male,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,0.000000,0.059381,0.0000,0.2167,N,Y,?,5.00,?,?,?,0.130000,0,DURING & AFTER CAMP
26,45,Male,Malaysia,PERAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,10.7333,0.0000,Y,N,10.00,?,?,?,8.100000,?,35,NO ACTIVITY SINCE SEP
74,69,Male,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,13,BEFORE & AFTER CAMP
162,35,Male,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP
32,24,Male,Malaysia,PAHANG,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,7,DURING & AFTER CAMP
29,29,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,Y,15.00,5.00,2.940820,19.161336,0.4333,0.0000,Y,Y,15.00,15.00,?,?,4.800000,14.800000,0,BEFORE & AFTER CAMP
52,25,Male,Malaysia,PENANG,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
33,23,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,Y,N,15.00,?,?,?,?,?,1,BEFORE & AFTER CAMP
224,33,Female,Malaysia,PENANG,Active,Active,Y,10/5/2022,N,N,?,?,0.000075,0.000000,2.1833,0.0000,Y,N,5.00,?,?,?,0.450000,2.000000,0,DURING & AFTER CAMP
78,53,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,Y,30.00,30.00,?,?,2.000000,6.000000,14,BEFORE & AFTER CAMP
34,35,Male,Malaysia,PERAK,Active,Active,N,?,N,N,?,?,24.205704,0.000000,0.3333,0.0000,Y,N,10.00,?,?,?,18.600000,?,39,NO ACTIVITY SINCE SEP
220,35,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,Y,49.98,9.00,11.852594,7.317488,2.7000,7.9667,Y,Y,30.00,10.00,?,?,55.480000,11.800000,13,DURING & AFTER CAMP
82,22,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000029,0.000000,0.0000,0.0000,Y,Y,5.00,5.00,?,?,?,?,3,BEFORE & AFTER CAMP
37,39,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,16.00,?,20.962959,0.000000,1.3667,0.0000,Y,N,40.00,?,?,?,37.580000,?,24,BEFORE CAMP THEN REMAIN
37,56,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,Y,Y,50.00,50.00,0.000000,0.868769,0.0000,0.3000,Y,N,60.00,?,?,?,?,50.000000,0,DURING & AFTER CAMP
24,36,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,Y,15.00,3.00,1.967153,3.040725,6.4667,11.8666,Y,Y,15.00,10.00,?,0.15,16.900000,15.750000,0,DURING & AFTER CAMP
44,26,Female,Malaysia,JOHOR,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.290878,0.000003,2.6667,12.4667,N,N,?,?,?,?,0.900000,10.800000,0,DURING & AFTER CAMP
43,25,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000764,0.000107,0.0000,0.0000,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP
100,32,Male,Malaysia,SARAWAK,Active,Active,N,?,Y,N,4.00,?,0.568662,0.000000,6.5500,0.0000,Y,N,10.00,?,?,?,11.600000,?,14,DURING & AFTER CAMP
